premise ,contradiction,entailment,neutral
Trung đoàn 367 pháo cao xạ nhận lệnh hành quân từ Trung Quốc về thẳng Điện Biên Phủ để tham chiến.,Trung đoàn 367 pháo cao xạ nhận lệnh hành quân từ Việt Bắc về Trung Quốc thay vì tham chiến tại Điện Biên Phủ.,Trung đoàn pháo cao xạ 367 hành quân từ Trung Quốc về Điện Biên Phủ để tham chiến.,Sự tham gia của trung đoàn này giúp tăng cường khả năng phòng không tại chiến trường.
Vòng vây của quân ta thu hẹp diện tích chiếm đóng của Pháp tại Điện Biên Phủ xuống chỉ còn chưa đầy 2km2.,Vòng vây của quân ta không thu hẹp mà để Pháp mở rộng diện tích chiếm đóng tại Điện Biên Phủ.,Vòng vây của quân ta thu hẹp khu chiếm đóng của Pháp tại Điện Biên Phủ xuống dưới 2km2.,Diện tích kiểm soát của Pháp bị thu hẹp đáng kể khi vòng vây ngày càng siết chặt.
Đội biệt kích dù GCMA của Pháp có nhiệm vụ chủ yếu là gây phỉ và phá hoại vùng hậu phương tự do của ta.,Đội biệt kích dù GCMA của Pháp có nhiệm vụ bảo vệ vùng hậu phương tự do của ta.,Biệt kích dù GCMA được Pháp sử dụng chủ yếu để gây phỉ và phá hoại hậu phương kháng chiến.,Hoạt động của lực lượng này gây nhiều khó khăn cho hệ thống hậu cần của ta.
Việt Nam đã đào được hệ thống mương ngòi dài 330km để phục vụ sản xuất nông nghiệp trong vùng sau lưng địch.,Việt Nam không đào thêm mương ngòi nào phục vụ sản xuất nông nghiệp trong vùng sau lưng địch.,Ta đào hệ thống mương dài 330km phục vụ sản xuất nông nghiệp tại vùng sau lưng địch.,Hệ thống thủy lợi này góp phần cải thiện sản xuất nông nghiệp trong vùng kháng chiến.
Các xưởng quân giới của ta đã chế tạo thành công súng SS và đạn AT phục vụ chiến trường miền Nam.,Các xưởng quân giới của ta không chế tạo được bất kỳ loại súng hay đạn nào phục vụ chiến trường miền Nam.,Các xưởng quân giới chế tạo được súng SS và đạn AT phục vụ chiến trường miền Nam.,Các loại vũ khí này được sử dụng nhằm tăng cường sức chiến đấu cho lực lượng tại chiến trường.
Mậu dịch quốc doanh thu mua hàng triệu cây tre nứa từ vùng tự do để cung cấp cho nhu cầu của nhân dân.,Mậu dịch quốc doanh không thu mua tre nứa từ vùng tự do để cung cấp cho nhu cầu nhân dân.,Mậu dịch quốc doanh thu mua hàng triệu cây tre nứa từ vùng tự do để cung cấp cho dân.,Hoạt động thu mua này phục vụ nhu cầu sản xuất và sinh hoạt của người dân.
Tỷ lệ suất siêu trong mậu dịch tiểu ngạch với Trung Quốc năm 1953 đạt mức 3 lần so với trị giá hàng nhập.,Tỷ lệ nhập siêu trong mậu dịch tiểu ngạch với Trung Quốc năm 1953 cao gấp 3 lần trị giá hàng xuất.,Tỷ lệ xuất siêu trong buôn bán tiểu ngạch với Trung Quốc năm 1953 cao gấp ba lần nhập khẩu.,Tỷ lệ này phản ánh sự phát triển của thương mại biên giới trong giai đoạn đó.
Báo Nhân Dân phát hành đều đặn 20.000 bản mỗi ngày trong những năm cuối của cuộc kháng chiến.,Báo Nhân Dân không phát hành đều đặn và chỉ in vài nghìn bản mỗi tháng trong những năm cuối kháng chiến.,Báo Nhân Dân phát hành khoảng 20.000 bản mỗi ngày vào những năm cuối của kháng chiến.,Việc phát hành báo đều đặn góp phần truyền tải thông tin và tuyên truyền chính trị.
Mỗi người dân vùng tự do giai đoạn 1946-1954 sở hữu bình quân 7 tờ báo và 1 cuốn sách các loại.,Người dân vùng tự do hầu như không có báo chí hay sách vở trong giai đoạn 1946-1954.,Bình quân mỗi người dân vùng tự do sở hữu khoảng 7 tờ báo và một cuốn sách.,Số lượng báo và sách này phản ánh sự phát triển của đời sống văn hóa trong vùng tự do.
Tướng Navarre thừa nhận chiến dịch Hòa Bình đã giam chân các binh đoàn tinh nhuệ của Pháp ở xa đồng bằng.,Tướng Navarre phủ nhận việc chiến dịch Hòa Bình giam chân binh đoàn tinh nhuệ của Pháp.,Navarre thừa nhận chiến dịch Hòa Bình đã giữ chân các binh đoàn mạnh của Pháp.,Nhận định này cho thấy tác động chiến lược của chiến dịch Hòa Bình đối với quân Pháp.
"Chiến thắng Hòa Bình đã phá tan âm mưu của Pháp định lập lại ""Xứ Mường tự trị"" để chia rẽ dân tộc.","Chiến thắng Hòa Bình không ảnh hưởng đến âm mưu lập ""Xứ Mường tự trị"" của Pháp.",Chiến thắng Hòa Bình phá vỡ âm mưu lập Xứ Mường tự trị của thực dân Pháp.,Kết quả chiến dịch này giúp củng cố khối đoàn kết giữa các dân tộc vùng núi.
Khoản thuế nông nghiệp thu bằng thóc giúp Nhà nước có đủ lượng gạo ổn định để nuôi quân đánh giặc.,Khoản thuế nông nghiệp thu bằng thóc không đủ cung cấp gạo nuôi quân đánh giặc.,Thuế nông nghiệp thu bằng thóc giúp Nhà nước đảm bảo lương thực cho quân đội.,Khoản thuế này đóng vai trò quan trọng trong việc bảo đảm hậu cần cho quân đội.
Tiền ngân hàng Việt Nam bắt đầu chiếm ưu thế so với đồng bạc Đông Dương từ nửa cuối năm 1953.,Đồng bạc Đông Dương vẫn chiếm ưu thế so với tiền ngân hàng Việt Nam suốt năm 1953.,Đồng tiền ngân hàng Việt Nam dần chiếm ưu thế so với bạc Đông Dương từ cuối năm 1953.,Sự thay đổi này cho thấy vị thế ngày càng vững của đồng tiền Việt Nam.
Hơn 14 triệu người Việt Nam đã thoát mù chữ nhờ phong trào bình dân học vụ tính đến năm 1952.,Phong trào bình dân học vụ không giúp người Việt Nam nào thoát mù chữ tính đến năm 1952.,Hơn 14 triệu người Việt Nam thoát nạn mù chữ nhờ phong trào bình dân học vụ.,Phong trào bình dân học vụ góp phần nâng cao trình độ văn hóa cho người dân.
Sắc lệnh số 13-SL quy định thu thuế nông nghiệp theo biểu thuế lũy tiến từ 5% đến tối đa 45%.,Sắc lệnh số 13-SL quy định thu thuế nông nghiệp với mức cố định 2% cho mọi hộ dân.,Thuế nông nghiệp được áp dụng theo biểu lũy tiến từ 5% đến tối đa 45%.,Quy định thuế này nhằm đảm bảo tính công bằng trong việc đóng góp của nông dân.
Nông dân có thu nhập dưới 61kg thóc mỗi năm được miễn hoàn toàn thuế nông nghiệp cho Chính phủ.,Nông dân có thu nhập dưới 61kg thóc mỗi năm vẫn phải đóng đủ thuế nông nghiệp cho Chính phủ.,Nông dân có thu nhập dưới 61kg thóc mỗi năm được miễn thuế nông nghiệp.,Chính sách miễn thuế này giúp hỗ trợ các hộ nông dân có hoàn cảnh khó khăn.
Nhà nước dành ưu tiên giảm nhẹ thuế cho các gia đình thương binh và liệt sĩ có công với kháng chiến.,Nhà nước không áp dụng bất kỳ chính sách giảm nhẹ thuế nào cho gia đình thương binh và liệt sĩ.,Gia đình thương binh liệt sĩ được ưu tiên giảm nhẹ thuế nông nghiệp.,Quy định ưu tiên này thể hiện sự quan tâm của Nhà nước đối với gia đình có công.
Tỉnh Phú Thọ đã hoàn thành thu thuế nông nghiệp vụ hè 1954 vượt mức 13% trước thời hạn 3 ngày.,Tỉnh Phú Thọ không hoàn thành thu thuế nông nghiệp vụ hè 1954 và bị chậm tiến độ nhiều tuần.,Phú Thọ hoàn thành thu thuế vụ hè 1954 vượt 13% kế hoạch trước thời hạn.,Thành tích thu thuế này phản ánh sự nỗ lực của chính quyền địa phương.
Một số địa phương ở Thanh Hóa từng mắc sai lầm khi định sản lượng quá cao so với thu hoạch thực tế.,Các địa phương ở Thanh Hóa luôn định sản lượng sát thực tế và không mắc sai lầm nào.,Một số nơi ở Thanh Hóa từng định sản lượng thuế cao hơn mức thu hoạch thực tế.,Sai lầm này cho thấy những khó khăn trong công tác quản lý kinh tế thời kỳ đầu.
Tỉnh Hà Tĩnh đã tìm thêm được 3.000 mẫu ruộng công để đưa vào quản lý và đánh thuế năm 1953.,Tỉnh Hà Tĩnh không tìm thêm được ruộng công nào để đưa vào quản lý và đánh thuế năm 1953.,Hà Tĩnh bổ sung thêm 3.000 mẫu ruộng công vào diện quản lý thuế năm 1953.,Việc phát hiện ruộng công giúp tăng nguồn thu cho ngân sách địa phương.
"Thuế nông nghiệp đóng góp tới 86,2% tổng thu ngân sách quốc gia của Việt Nam Dân chủ Cộng hòa năm 1951.",Thuế nông nghiệp chỉ đóng góp chưa đến 10% tổng thu ngân sách quốc gia năm 1951.,"Thuế nông nghiệp chiếm tới 86,2% tổng thu ngân sách quốc gia năm 1951.",Tỷ lệ đóng góp này cho thấy vai trò quan trọng của nông nghiệp trong ngân sách quốc gia.
Giá gạo tại thị trường Thanh Hóa được Nhà nước kéo giảm xuống còn 120 đồng/kg vào tháng 11-1953.,Giá gạo tại Thanh Hóa tăng vọt lên 300 đồng/kg vào tháng 11-1953 thay vì giảm xuống.,Nhà nước kéo giá gạo Thanh Hóa xuống còn 120 đồng/kg vào tháng 11-1953.,Chính sách bình ổn giá này giúp cải thiện đời sống nhân dân.
Việc quản lý ngoại hối chặt chẽ giúp bảo vệ nền tiền tệ độc lập và tài sản của nhân dân trong vùng tự do.,Việc quản lý ngoại hối lỏng lẻo khiến nền tiền tệ độc lập bị suy yếu nghiêm trọng.,Quản lý ngoại hối chặt chẽ giúp bảo vệ giá trị đồng tiền và tài sản nhân dân.,Biện pháp quản lý này nhằm duy trì sự ổn định của nền kinh tế vùng tự do.
Ngành y tế kháng chiến đã sản xuất được 45 triệu liều thuốc đậu mùa mỗi năm để tiêm chủng cho dân.,Ngành y tế kháng chiến không sản xuất được thuốc đậu mùa để tiêm chủng cho dân.,Ngành y tế sản xuất 45 triệu liều vaccine đậu mùa mỗi năm để tiêm chủng.,Hoạt động tiêm chủng này góp phần phòng chống dịch bệnh trong nhân dân.
Không có một vụ bệnh dịch lớn nào xảy ra trong vùng tự do suốt 9 năm kháng chiến dù điều kiện rất khó khăn.,Nhiều vụ bệnh dịch lớn đã bùng phát trong vùng tự do suốt 9 năm kháng chiến.,Trong vùng tự do không xảy ra dịch bệnh lớn suốt 9 năm kháng chiến.,Kết quả này phản ánh hiệu quả của công tác y tế trong thời kỳ kháng chiến.
Mậu dịch quốc doanh bán ra hơn 10.000 tấn muối cho nhân dân trong năm cuối của cuộc kháng chiến.,Mậu dịch quốc doanh không bán đủ muối cho nhân dân trong năm cuối của cuộc kháng chiến.,Mậu dịch quốc doanh bán hơn 10.000 tấn muối cho nhân dân năm cuối kháng chiến.,Lượng muối này được phân phối rộng rãi để phục vụ sinh hoạt của người dân.
Lợi nhuận từ hoạt động mậu dịch quốc doanh nộp vào ngân sách Nhà nước đạt 2.016 triệu đồng năm 1954.,Hoạt động mậu dịch quốc doanh không đem lại lợi nhuận nào cho ngân sách Nhà nước năm 1954.,Lợi nhuận mậu dịch quốc doanh nộp ngân sách đạt 2.016 triệu đồng năm 1954.,Khoản lợi nhuận này đóng góp đáng kể cho ngân sách Nhà nước.
Thương nghiệp tư nhân phát triển mạnh giúp việc lưu thông hàng hóa giữa Liên khu IV và Việt Bắc thuận lợi hơn.,Thương nghiệp tư nhân bị đình trệ khiến lưu thông hàng hóa giữa Liên khu IV và Việt Bắc gặp khó khăn.,Thương nghiệp tư nhân giúp lưu thông hàng hóa giữa Liên khu IV và Việt Bắc.,Sự phát triển của thương nghiệp tư nhân giúp thúc đẩy lưu thông hàng hóa.
"Chính sách ""khép mở"" linh hoạt giúp hàng nông sản của ta xuất khẩu hiệu quả vào vùng Pháp chiếm đóng.","Chính sách ""khép mở"" không giúp hàng nông sản xuất khẩu vào vùng Pháp chiếm đóng.",Chính sách khép mở tạo điều kiện xuất khẩu nông sản vào vùng Pháp chiếm.,Chính sách linh hoạt này tạo điều kiện thuận lợi cho xuất khẩu nông sản.
Quân ta đã xuất khẩu hơn 30.000 con trâu bò sang vùng địch để thu ngoại tệ phục vụ kháng chiến.,Quân ta không xuất khẩu trâu bò sang vùng địch để thu ngoại tệ phục vụ kháng chiến.,Ta xuất khẩu hơn 30.000 con trâu bò sang vùng địch để thu ngoại tệ.,Hoạt động xuất khẩu gia súc mang lại nguồn thu ngoại tệ cho kháng chiến.
Tri thức kỹ thuật của công nhân quân giới đã giúp sản xuất thành công các loại máy phay và máy tiện.,Công nhân quân giới không sản xuất được máy phay hay máy tiện phục vụ sản xuất.,Công nhân quân giới chế tạo được các máy phay và máy tiện phục vụ sản xuất.,Những kỹ năng kỹ thuật này giúp nâng cao năng lực sản xuất của ngành quân giới.
Sản lượng vũ khí đạn dược sản xuất tại miền Bắc năm 1953 tăng vọt lên mức gần 4.000 tấn.,Sản lượng vũ khí đạn dược tại miền Bắc năm 1953 giảm mạnh xuống dưới 1.000 tấn.,Sản lượng vũ khí đạn dược miền Bắc năm 1953 đạt gần 4.000 tấn.,Sản lượng vũ khí tăng cho thấy sự phát triển của công nghiệp quốc phòng.
